date,day_index,sand_storm_flag,dust_index,ambient_temperature_c,humidity_percent,vibration_rms_mm_s,discharge_temperature_c,discharge_pressure_bar,suction_pressure_bar,flow_rate_m3_min,bearing_oil_pressure_bar,bearing_oil_temperature_c,casing_temperature_c,dp_filter_bar,high_dp_alarm,failure,failure_mode,TTF_days,maintenance_oil_change,days_since_oil_change,health_state
2021-01-03,793,0,14.8,21.54,52.4,1.918,85.58,7.965,0.994,101.46,3.361,62.42,56.01,0.139,0,0,,16,0,72,critical
2021-01-04,794,0,10.1,17.01,54.9,1.979,83.13,7.945,0.997,100.63,3.329,62.21,54.86,0.119,0,0,,15,0,73,critical
2021-01-05,795,0,11.9,21.49,50.3,2.056,85.18,7.999,1.011,98.6,3.336,62.21,55.15,0.167,1,0,,14,0,74,critical
2021-01-06,796,0,9.6,20.53,63.2,2.014,86.16,8.021,0.993,99.39,3.326,61.26,55.59,0.156,1,0,,13,0,75,critical
2021-01-07,797,0,7.5,18.04,63.9,1.99,85.26,8.041,0.998,101.21,3.293,62.27,54.59,0.169,1,0,,12,0,76,critical
2021-01-08,798,0,9.8,15.65,51.1,2.032,82.86,8.004,0.994,101.0,3.374,61.67,56.0,0.114,0,0,,11,0,77,critical
2021-01-09,799,0,1.6,15.46,62.2,2.058,83.08,8.024,0.975,100.45,3.376,63.62,54.26,0.155,1,0,,10,0,78,critical
2021-01-10,800,0,1.9,20.83,63.8,1.961,86.58,8.063,1.007,102.22,3.342,62.14,54.4,0.11,0,0,,9,0,79,critical
2021-01-11,801,0,14.8,18.1,53.4,2.034,82.98,8.017,1.001,99.9,3.333,62.46,55.22,0.105,0,0,,8,0,80,critical
2021-01-12,802,0,15.9,17.8,59.6,2.006,83.73,8.126,1.003,98.73,3.348,62.41,54.37,0.133,0,0,,7,0,81,critical
2021-01-13,803,0,16.4,23.13,52.1,1.974,85.95,7.939,0.994,102.07,3.32,61.65,55.14,0.112,0,0,,6,0,82,critical
2021-01-14,804,0,8.0,19.04,52.7,2.032,84.41,7.981,0.988,99.35,3.304,61.76,54.88,0.101,0,0,,5,0,83,critical
2021-01-15,805,0,8.9,14.57,46.3,2.06,82.75,8.041,1.004,97.34,3.356,62.14,54.53,0.17,1,0,,4,0,84,critical
2021-01-16,806,0,3.1,22.14,64.0,2.002,86.87,8.034,1.001,99.3,3.309,61.64,54.36,0.152,1,0,,3,0,85,critical
2021-01-17,807,0,0.8,20.64,56.5,1.982,85.46,8.007,0.979,100.83,3.333,61.82,56.26,0.125,0,0,,2,0,86,critical
2021-01-18,808,0,6.5,21.08,51.0,1.99,84.92,8.07,1.012,100.72,3.309,61.96,55.62,0.124,0,0,,1,0,87,critical
2021-01-19,809,0,11.0,16.24,58.2,3.155,94.49,7.975,0.937,71.55,2.588,68.25,60.52,0.05,0,1,seal_leak,0,0,88,failure
2021-01-20,810,0,17.8,16.58,50.3,2.009,82.78,7.942,0.992,99.72,3.322,62.26,54.43,0.05,0,0,,722,0,89,normal
2021-01-21,811,0,16.6,18.51,49.1,2.008,84.41,7.975,1.002,97.74,3.349,63.92,55.38,0.05,0,0,,721,0,90,normal
2021-01-22,812,0,12.1,21.79,54.2,1.926,84.35,8.068,1.0,100.21,3.328,61.85,55.71,0.05,0,0,,720,0,91,normal
2021-01-23,813,0,11.4,18.7,59.2,1.976,82.91,7.948,1.007,101.52,3.293,62.89,54.02,0.05,0,0,,719,0,92,normal
2021-01-24,814,0,12.1,12.67,45.2,2.075,79.42,7.988,0.993,100.44,3.28,62.61,54.61,0.05,0,0,,718,0,93,normal
2021-01-25,815,0,9.4,16.36,49.5,2.013,83.47,8.023,1.012,99.67,3.312,62.06,54.42,0.05,0,0,,717,0,94,normal
2021-01-26,816,0,11.5,20.94,53.7,1.919,87.57,8.094,1.003,100.51,3.35,63.16,53.72,0.05,0,0,,716,0,95,normal
2021-01-27,817,0,19.8,23.62,55.3,2.006,87.08,8.07,0.992,101.72,3.284,63.15,54.24,0.05,0,0,,715,0,96,normal
2021-01-28,818,0,7.5,21.58,63.1,1.963,85.74,7.94,0.998,99.47,3.285,63.99,55.36,0.05,0,0,,714,0,97,normal
2021-01-29,819,0,3.2,11.05,59.3,1.974,78.96,8.044,1.007,100.0,3.322,62.72,55.33,0.05,0,0,,713,0,98,normal
2021-01-30,820,0,9.8,20.28,62.0,2.011,84.26,8.009,1.006,101.21,3.316,62.32,54.83,0.05,0,0,,712,0,99,normal
2021-01-31,821,0,3.2,15.69,47.7,1.955,82.18,7.945,0.999,98.87,3.333,63.74,54.3,0.05,0,0,,711,0,100,normal
2021-02-01,822,0,4.7,20.03,43.8,2.06,83.03,8.008,0.989,100.97,3.306,62.65,55.34,0.05,0,0,,710,0,101,normal
2021-02-02,823,0,12.1,19.16,58.5,2.038,85.1,7.994,1.025,99.78,3.281,64.03,55.44,0.05,0,0,,709,0,102,normal
2021-02-03,824,0,14.5,15.0,44.2,1.988,84.8,8.05,1.004,98.2,3.32,63.46,54.8,0.05,0,0,,708,0,103,normal
2021-02-04,825,0,2.8,18.89,44.9,2.064,84.99,8.034,1.007,101.07,3.33,62.37,55.23,0.05,0,0,,707,0,104,normal
2021-02-05,826,0,20.0,23.3,50.8,2.058,85.84,7.925,1.01,100.63,3.291,63.05,55.33,0.05,0,0,,706,0,105,normal
2021-02-06,827,0,13.7,12.52,51.0,1.976,80.5,8.051,0.997,98.81,3.326,61.13,54.5,0.05,0,0,,705,0,106,normal
2021-02-07,828,0,9.2,22.95,56.3,2.027,86.33,7.979,0.997,100.03,3.292,63.83,55.15,0.05,0,0,,704,0,107,normal
2021-02-08,829,0,12.3,19.06,57.0,1.924,84.6,7.994,1.01,100.42,3.308,63.24,54.86,0.05,0,0,,703,0,108,normal
2021-02-09,830,0,15.1,11.67,47.3,2.004,79.93,7.98,0.993,100.68,3.26,62.83,54.56,0.05,0,0,,702,0,109,normal
2021-02-10,831,0,14.0,19.73,52.5,2.016,84.07,8.035,1.008,98.22,3.314,63.52,55.41,0.05,0,0,,701,0,110,normal
2021-02-11,832,0,13.0,20.99,54.9,1.998,85.83,8.024,1.002,99.04,3.32,63.49,55.4,0.05,0,0,,700,0,111,normal
2021-02-12,833,0,1.1,21.21,59.7,1.971,85.28,7.999,0.992,99.79,3.311,63.67,54.78,0.05,0,0,,699,0,112,normal
2021-02-13,834,0,16.6,17.69,52.4,2.016,83.94,8.049,1.006,99.64,3.277,64.0,55.54,0.05,0,0,,698,0,113,normal
2021-02-14,835,0,15.5,19.5,52.9,2.05,83.1,7.891,0.991,99.46,3.272,63.46,55.27,0.05,0,0,,697,0,114,normal
2021-02-15,836,0,8.7,17.44,55.9,1.973,84.51,7.988,0.985,101.13,3.255,63.64,55.31,0.05,0,0,,696,0,115,normal
2021-02-16,837,0,12.9,28.42,46.0,1.993,88.88,7.89,0.996,100.82,3.274,62.81,54.99,0.05,0,0,,695,0,116,normal
2021-02-17,838,0,12.9,18.96,51.3,1.996,84.41,7.974,1.002,100.0,3.299,64.87,54.55,0.05,0,0,,694,0,117,normal
2021-02-18,839,0,10.0,19.25,48.2,1.983,84.44,8.04,1.009,101.9,3.285,62.87,54.67,0.05,0,0,,693,0,118,normal
2021-02-19,840,0,2.6,16.46,50.0,2.016,82.9,7.987,1.013,99.71,3.275,64.02,55.63,0.05,0,0,,692,0,119,normal
2021-02-20,841,0,13.7,14.7,50.0,2.141,82.21,8.016,1.008,98.99,3.301,62.93,55.58,0.05,0,0,,691,0,120,normal
2021-02-21,842,0,0.3,19.35,41.9,2.003,84.19,7.958,1.012,99.54,3.236,64.29,54.24,0.05,0,0,,690,0,121,normal
2021-02-22,843,0,0.2,21.46,47.6,2.047,84.68,8.01,1.009,99.81,3.212,63.36,55.32,0.05,0,0,,689,0,122,normal
2021-02-23,844,0,8.0,20.88,46.7,2.028,85.46,8.061,1.0,98.66,3.224,64.91,54.32,0.05,0,0,,688,0,123,normal
2021-02-24,845,0,2.4,19.58,53.5,2.0,82.82,7.969,0.999,99.64,3.273,63.87,54.24,0.05,0,0,,687,0,124,normal
2021-02-25,846,0,15.3,16.99,57.1,2.028,83.02,8.033,1.007,100.77,3.256,63.41,54.78,0.05,0,0,,686,0,125,normal
2021-02-26,847,0,7.1,13.91,49.2,2.052,80.2,8.038,0.978,98.48,3.319,63.79,54.22,0.05,0,0,,685,0,126,normal
2021-02-27,848,0,11.9,18.15,59.6,1.995,82.56,7.936,1.015,98.58,3.267,64.34,55.55,0.05,0,0,,684,0,127,normal
2021-02-28,849,0,5.8,20.8,42.5,2.093,85.08,7.97,1.003,99.09,3.268,63.87,54.37,0.05,0,0,,683,0,128,normal
2021-03-01,850,0,7.7,22.21,50.7,2.023,86.14,7.922,0.995,98.85,3.234,64.06,54.6,0.05,0,0,,682,0,129,normal
2021-03-02,851,0,14.3,23.92,38.8,2.065,87.82,8.046,0.989,100.47,3.25,63.92,53.82,0.05,0,0,,681,0,130,normal
2021-03-03,852,0,14.9,21.85,54.0,1.936,86.31,8.001,0.997,100.89,3.205,64.44,54.37,0.05,0,0,,680,0,131,normal
2021-03-04,853,0,7.2,12.09,38.5,2.105,81.25,8.084,1.005,102.72,3.205,63.57,53.85,0.05,0,0,,679,0,132,normal
2021-03-05,854,0,12.3,24.46,36.3,1.98,86.97,7.902,0.996,99.03,3.222,64.9,54.83,0.05,0,0,,678,0,133,normal
2021-03-06,855,0,7.9,23.79,35.9,2.0,86.99,7.971,1.001,98.42,3.229,64.58,53.95,0.05,0,0,,677,0,134,normal
2021-03-07,856,0,19.9,24.3,49.6,2.025,88.09,7.996,1.009,99.53,3.311,64.37,55.47,0.05,0,0,,676,0,135,normal
2021-03-08,857,0,4.4,23.64,51.5,2.044,86.03,8.0,1.002,99.9,3.182,63.29,55.26,0.05,0,0,,675,0,136,normal
2021-03-09,858,0,12.8,23.26,54.4,1.972,85.53,8.05,1.006,100.62,3.238,65.98,55.32,0.05,0,0,,674,0,137,normal
2021-03-10,859,0,14.7,22.48,51.4,1.964,86.69,8.023,1.007,98.97,3.245,63.93,55.77,0.05,0,0,,673,0,138,normal
2021-03-11,860,0,10.7,22.65,49.4,2.021,87.24,7.954,0.998,100.03,3.252,65.17,55.06,0.05,0,0,,672,0,139,normal
2021-03-12,861,0,19.9,23.53,37.5,2.012,89.56,7.966,1.012,101.41,3.234,65.14,54.52,0.05,0,0,,671,0,140,normal
2021-03-13,862,0,1.1,23.0,41.8,1.885,85.52,8.054,1.005,99.72,3.145,64.35,55.34,0.05,0,0,,670,0,141,normal
2021-03-14,863,0,18.8,22.93,42.4,1.99,86.5,7.913,0.978,99.69,3.198,64.08,55.89,0.05,0,0,,669,0,142,normal
2021-03-15,864,0,5.3,26.06,45.4,2.076,87.81,7.942,0.985,100.39,3.152,63.29,54.78,0.05,0,0,,668,0,143,normal
2021-03-16,865,0,2.0,22.27,43.0,2.046,86.18,7.981,1.009,100.33,3.178,63.42,54.48,0.05,0,0,,667,0,144,normal
2021-03-17,866,0,18.3,19.01,39.8,2.091,84.64,7.939,0.987,101.55,3.203,63.69,55.1,0.05,0,0,,666,0,145,normal
2021-03-18,867,0,4.4,26.47,51.9,2.057,88.88,7.96,1.017,101.34,3.217,64.89,54.53,0.05,0,0,,665,0,146,normal
2021-03-19,868,0,10.2,27.38,52.5,2.083,90.54,7.964,1.001,100.75,3.178,64.33,54.2,0.05,0,0,,664,0,147,normal
2021-03-20,869,0,14.9,22.98,48.9,2.038,86.08,7.972,0.99,99.72,3.164,63.58,55.5,0.05,0,0,,663,0,148,normal
2021-03-21,870,0,1.5,23.66,38.9,1.94,86.44,8.091,1.001,101.65,3.2,64.01,55.13,0.05,0,0,,662,0,149,normal
2021-03-22,871,0,14.5,22.12,55.0,1.901,87.59,8.004,0.993,100.78,3.219,63.81,54.83,0.05,0,0,,661,0,150,normal
2021-03-23,872,0,5.8,20.15,38.5,2.029,84.2,8.077,1.009,99.39,3.202,64.94,54.65,0.05,0,0,,660,0,151,normal
2021-03-24,873,0,3.9,23.05,43.1,2.044,88.48,7.963,0.992,100.08,3.165,64.38,55.58,0.05,0,0,,659,0,152,normal
2021-03-25,874,0,4.9,22.49,44.6,2.097,87.54,7.992,0.999,101.09,3.227,64.85,56.0,0.05,0,0,,658,0,153,normal
2021-03-26,875,0,13.9,26.01,39.1,2.084,89.17,8.035,0.986,96.89,3.193,64.36,55.13,0.05,0,0,,657,0,154,normal
2021-03-27,876,0,13.7,22.06,39.1,2.03,86.4,8.097,1.011,98.46,3.179,63.62,54.97,0.05,0,0,,656,0,155,normal
2021-03-28,877,0,0.5,22.6,43.0,2.0,85.58,7.997,0.982,98.35,3.145,64.82,54.73,0.05,0,0,,655,0,156,normal
2021-03-29,878,0,10.0,24.15,43.7,2.096,88.88,8.073,0.982,98.77,3.161,64.91,53.62,0.05,0,0,,654,0,157,normal
2021-03-30,879,0,4.2,23.32,54.7,1.97,85.33,8.057,0.99,99.0,3.193,66.26,54.28,0.05,0,0,,653,0,158,normal
2021-03-31,880,0,10.4,18.13,54.8,2.02,85.51,7.925,1.002,99.23,3.214,63.08,56.29,0.05,0,0,,652,0,159,normal
2021-04-01,881,0,15.0,25.85,42.1,2.0,86.46,8.022,0.998,99.97,3.17,65.08,54.53,0.05,0,0,,651,0,160,normal
2021-04-02,882,0,5.9,29.69,49.9,1.903,90.57,7.974,0.975,99.96,3.212,65.13,55.01,0.05,0,0,,650,0,161,normal
2021-04-03,883,0,6.4,26.36,40.9,2.039,88.61,7.945,0.996,101.46,3.139,64.89,55.22,0.05,0,0,,649,0,162,normal
2021-04-04,884,0,10.6,30.31,34.8,2.043,88.05,8.006,1.007,100.9,3.18,64.43,55.42,0.05,0,0,,648,0,163,normal
2021-04-05,885,0,9.9,25.78,32.8,1.973,88.37,8.019,0.988,100.37,3.199,65.47,55.01,0.05,0,0,,647,0,164,normal
2021-04-06,886,0,12.6,32.65,44.9,1.988,90.31,7.99,0.999,99.16,3.161,65.34,55.7,0.05,0,0,,646,0,165,normal
2021-04-07,887,0,6.8,24.58,47.4,1.967,87.7,7.991,1.001,100.55,3.113,65.69,55.07,0.05,0,0,,645,0,166,normal
2021-04-08,888,0,16.2,27.29,34.9,1.948,88.13,7.958,1.014,97.6,3.171,64.7,54.53,0.05,0,0,,644,0,167,normal
2021-04-09,889,0,10.4,29.3,38.3,2.016,88.58,8.011,0.996,100.78,3.135,65.46,54.14,0.05,0,0,,643,0,168,normal
2021-04-10,890,0,8.8,31.54,34.9,1.996,90.41,8.045,1.007,99.7,3.149,65.76,55.83,0.05,0,0,,642,0,169,normal
2021-04-11,891,0,14.6,27.74,38.9,1.99,88.41,7.988,1.021,100.35,3.128,64.74,54.61,0.05,0,0,,641,0,170,normal
2021-04-12,892,0,4.8,23.68,49.4,1.94,86.62,7.94,0.977,100.62,3.194,64.32,54.82,0.05,0,0,,640,0,171,normal
2021-04-13,893,0,4.0,23.57,47.9,2.022,86.86,7.985,0.999,99.57,3.186,65.74,55.49,0.05,0,0,,639,0,172,normal
2021-04-14,894,0,2.9,23.78,49.3,2.013,87.68,7.917,1.008,100.74,3.213,65.63,54.92,0.05,0,0,,638,0,173,normal
2021-04-15,895,0,3.3,33.77,46.0,1.985,90.43,8.084,0.993,98.38,3.14,66.18,55.03,0.05,0,0,,637,0,174,normal
2021-04-16,896,0,11.5,28.37,38.2,2.092,91.26,7.95,0.991,100.32,3.117,64.21,54.66,0.05,0,0,,636,0,175,normal
2021-04-17,897,0,13.9,26.65,31.6,1.9,87.09,8.029,0.991,99.82,3.181,66.76,54.78,0.05,0,0,,635,0,176,normal
2021-04-18,898,0,6.4,31.28,33.6,1.975,90.62,7.996,1.011,101.67,3.205,65.63,55.62,0.05,0,0,,634,0,177,normal
2021-04-19,899,0,12.3,34.72,35.0,1.959,92.17,7.971,1.012,99.66,3.156,65.45,53.97,0.05,0,0,,633,0,178,normal
2021-04-20,900,0,0.5,32.1,32.6,1.952,90.4,8.026,0.984,99.98,3.148,64.97,54.65,0.05,0,0,,632,0,179,normal
2021-04-21,901,0,15.9,31.55,40.7,1.975,90.2,8.046,0.993,100.96,3.427,59.8,56.0,0.05,0,0,,631,1,0,normal
2021-04-22,902,0,19.5,26.09,38.8,2.027,88.06,8.022,0.991,101.86,3.533,59.75,55.16,0.05,0,0,,630,0,1,normal
2021-04-23,903,0,18.8,26.48,35.7,2.042,89.36,8.008,0.984,100.68,3.536,60.42,54.64,0.05,0,0,,629,0,2,normal
2021-04-24,904,0,10.2,26.86,49.0,2.003,88.01,8.002,0.983,101.13,3.518,60.13,53.8,0.05,0,0,,628,0,3,normal
2021-04-25,905,0,4.6,25.45,46.9,1.939,88.21,7.965,0.993,99.49,3.514,60.3,54.07,0.05,0,0,,627,0,4,normal
2021-04-26,906,0,1.6,29.8,40.8,1.976,89.33,8.006,1.015,100.76,3.48,60.71,54.26,0.05,0,0,,626,0,5,normal
2021-04-27,907,0,12.2,30.11,32.6,2.05,90.59,7.987,1.004,99.35,3.488,58.5,54.78,0.05,0,0,,625,0,6,normal
2021-04-28,908,0,0.7,32.34,37.0,2.024,90.91,7.995,1.002,101.03,3.465,60.25,54.47,0.05,0,0,,624,0,7,normal
2021-04-29,909,0,19.7,31.85,38.5,1.992,92.29,7.993,1.0,99.14,3.448,59.49,54.83,0.05,0,0,,623,0,8,normal
2021-04-30,910,0,6.0,26.82,46.4,1.953,87.99,8.03,1.001,100.78,3.442,59.3,55.4,0.05,0,0,,622,0,9,normal
2021-05-01,911,0,8.4,31.55,53.9,2.064,91.5,8.085,1.006,98.58,3.476,60.86,54.74,0.05,0,0,,621,0,10,normal
2021-05-02,912,0,16.2,38.52,41.4,2.056,95.06,8.039,0.994,100.02,3.48,61.88,54.89,0.05,0,0,,620,0,11,normal
2021-05-03,913,0,4.4,32.16,40.6,1.959,92.14,8.001,0.988,100.08,3.484,59.92,55.14,0.05,0,0,,619,0,12,normal
2021-05-04,914,0,1.3,38.48,37.6,2.025,93.97,7.997,0.991,99.73,3.44,60.18,55.81,0.05,0,0,,618,0,13,normal
2021-05-05,915,0,6.8,33.84,51.7,2.058,91.99,8.078,1.007,99.9,3.493,60.97,55.29,0.05,0,0,,617,0,14,normal
2021-05-06,916,0,3.7,33.0,49.3,1.967,91.24,7.948,0.985,101.73,3.485,59.9,55.35,0.05,0,0,,616,0,15,normal
2021-05-07,917,0,18.7,33.43,54.5,2.008,91.17,7.915,1.017,99.65,3.467,59.33,54.18,0.05,0,0,,615,0,16,normal
2021-05-08,918,0,15.5,34.62,35.5,1.96,91.44,7.971,1.014,99.53,3.468,62.44,56.0,0.05,0,0,,614,0,17,normal
2021-05-09,919,0,7.2,37.87,48.6,2.095,93.91,8.031,1.001,101.32,3.434,61.34,55.31,0.05,0,0,,613,0,18,normal
2021-05-10,920,0,7.5,40.18,52.7,2.002,92.52,8.006,1.02,99.9,3.496,61.37,54.92,0.05,0,0,,612,0,19,normal
2021-05-11,921,0,16.6,38.69,35.3,1.958,93.98,8.046,1.0,98.72,3.502,59.68,56.0,0.05,0,0,,611,0,20,normal
2021-05-12,922,0,0.6,31.99,48.9,2.028,91.2,8.055,0.997,99.0,3.468,61.31,54.96,0.05,0,0,,610,0,21,normal
2021-05-13,923,0,0.2,35.34,36.3,1.98,92.34,7.936,1.015,100.67,3.501,61.31,54.46,0.05,0,0,,609,0,22,normal
2021-05-14,924,0,17.0,34.85,41.2,1.995,93.13,8.073,0.998,99.27,3.411,61.41,54.04,0.05,0,0,,608,0,23,normal
2021-05-15,925,0,5.5,31.99,44.6,1.923,89.54,8.046,0.995,98.02,3.549,61.6,55.32,0.05,0,0,,607,0,24,normal
2021-05-16,926,0,19.6,31.58,53.1,1.986,88.03,8.004,0.984,100.34,3.478,61.8,55.42,0.05,0,0,,606,0,25,normal
2021-05-17,927,0,0.8,32.66,54.2,2.048,89.36,8.032,1.0,96.67,3.464,61.04,55.36,0.05,0,0,,605,0,26,normal
2021-05-18,928,0,19.1,32.18,47.0,1.952,90.22,7.879,1.001,100.93,3.424,60.41,55.61,0.05,0,0,,604,0,27,normal
2021-05-19,929,0,7.2,31.78,44.4,1.989,91.7,8.012,0.992,101.79,3.477,61.17,54.77,0.05,0,0,,603,0,28,normal
2021-05-20,930,0,6.3,37.25,50.6,2.045,93.69,8.03,1.009,101.62,3.437,61.37,55.59,0.05,0,0,,602,0,29,normal
2021-05-21,931,0,0.1,38.06,44.0,1.995,96.41,7.989,1.02,99.69,3.429,60.23,53.87,0.05,0,0,,601,0,30,normal
2021-05-22,932,0,14.0,34.68,45.7,1.978,92.97,7.935,1.005,101.48,3.401,60.0,54.66,0.05,0,0,,600,0,31,normal
2021-05-23,933,0,17.6,33.39,45.3,2.036,90.96,7.895,0.984,102.13,3.465,60.18,55.09,0.05,0,0,,599,0,32,normal
2021-05-24,934,0,12.6,34.33,40.0,2.0,91.36,8.047,1.005,100.96,3.427,62.12,54.51,0.05,0,0,,598,0,33,normal
2021-05-25,935,0,15.7,39.35,52.2,2.02,96.22,8.017,0.994,100.0,3.49,60.44,54.78,0.05,0,0,,597,0,34,normal
2021-05-26,936,0,17.7,36.8,41.4,1.976,92.99,8.091,1.014,100.86,3.466,60.98,54.4,0.05,0,0,,596,0,35,normal
2021-05-27,937,0,4.3,31.29,54.9,2.047,91.44,7.993,1.004,100.89,3.497,61.33,54.75,0.05,0,0,,595,0,36,normal
2021-05-28,938,0,18.2,34.04,48.8,1.955,93.3,7.956,1.004,99.47,3.396,60.1,55.11,0.05,0,0,,594,0,37,normal
2021-05-29,939,0,9.1,30.47,51.5,1.992,90.65,8.074,0.999,100.64,3.413,62.17,55.04,0.05,0,0,,593,0,38,normal
2021-05-30,940,0,18.9,30.97,48.7,2.064,88.75,8.007,1.003,100.36,3.376,60.5,55.89,0.05,0,0,,592,0,39,normal
2021-05-31,941,0,15.3,31.56,45.2,1.97,90.81,8.012,1.0,99.4,3.39,61.76,55.83,0.05,0,0,,591,0,40,normal
2021-06-01,942,0,6.4,36.74,51.0,1.939,94.66,7.927,1.015,101.82,3.394,59.45,54.16,0.05,0,0,,590,0,41,normal
2021-06-02,943,0,18.3,40.24,41.2,1.939,96.36,7.989,1.006,99.9,3.446,60.8,55.65,0.05,0,0,,589,0,42,normal
2021-06-03,944,0,12.8,41.59,41.2,1.981,94.56,7.916,1.003,102.09,3.466,61.4,55.08,0.05,0,0,,588,0,43,normal
2021-06-04,945,0,8.2,41.99,45.6,1.983,95.38,8.025,1.005,99.56,3.364,61.38,55.56,0.05,0,0,,587,0,44,normal
2021-06-05,946,0,12.3,39.9,43.5,2.011,95.15,8.045,1.014,99.47,3.458,60.59,55.25,0.05,0,0,,586,0,45,normal
2021-06-06,947,0,9.1,36.17,52.4,2.02,92.37,8.031,1.001,98.99,3.398,61.68,55.12,0.05,0,0,,585,0,46,normal
2021-06-07,948,0,0.2,42.97,43.2,2.02,97.0,7.93,1.026,98.87,3.375,61.28,54.69,0.05,0,0,,584,0,47,normal
2021-06-08,949,1,88.0,38.74,44.3,2.171,97.61,7.996,0.981,97.94,3.401,62.25,55.4,0.085,0,0,,583,0,48,normal
2021-06-09,950,0,8.8,41.66,42.2,2.012,95.48,8.043,1.006,99.01,3.421,61.18,55.69,0.05,0,0,,582,0,49,normal
2021-06-10,951,0,0.1,36.61,43.3,1.976,93.71,7.983,0.998,98.65,3.368,61.58,54.5,0.05,0,0,,581,0,50,normal
2021-06-11,952,0,19.5,38.03,41.8,1.994,93.58,7.943,1.018,101.04,3.413,63.78,55.03,0.05,0,0,,580,0,51,normal
2021-06-12,953,0,7.9,36.57,58.2,2.04,92.67,7.996,1.002,98.97,3.384,61.39,54.66,0.05,0,0,,579,0,52,normal
2021-06-13,954,0,2.0,40.54,56.4,1.986,96.03,8.065,1.015,101.5,3.4,61.75,54.52,0.05,0,0,,578,0,53,normal
2021-06-14,955,0,18.1,39.49,58.1,2.002,94.79,8.036,0.988,102.14,3.377,60.63,55.01,0.05,0,0,,577,0,54,normal
2021-06-15,956,0,16.8,36.0,56.6,1.932,92.32,8.009,0.993,99.19,3.403,61.83,55.27,0.05,0,0,,576,0,55,normal
2021-06-16,957,0,15.5,36.85,46.7,1.91,94.11,8.062,1.001,102.03,3.419,60.84,55.49,0.05,0,0,,575,0,56,normal
2021-06-17,958,0,16.9,35.59,51.0,2.0,91.77,7.959,1.003,100.33,3.407,61.59,55.23,0.05,0,0,,574,0,57,normal
2021-06-18,959,0,14.7,32.47,59.5,2.013,91.35,7.985,1.007,100.91,3.4,61.61,55.54,0.05,0,0,,573,0,58,normal
2021-06-19,960,0,11.2,34.88,46.0,2.038,90.74,8.052,0.986,98.88,3.381,61.66,55.2,0.05,0,0,,572,0,59,normal
2021-06-20,961,0,1.8,35.89,46.0,2.178,94.16,8.018,1.006,100.35,3.408,61.58,54.44,0.05,0,0,,571,0,60,normal
2021-06-21,962,0,14.6,40.4,40.4,1.98,95.27,7.972,1.001,100.51,3.384,61.79,53.79,0.05,0,0,,570,0,61,normal
2021-06-22,963,0,1.1,39.69,58.7,2.016,95.13,8.056,1.007,100.88,3.385,61.51,55.65,0.05,0,0,,569,0,62,normal
2021-06-23,964,0,17.7,37.52,56.6,2.054,92.09,7.992,0.996,100.38,3.358,62.76,55.79,0.05,0,0,,568,0,63,normal
2021-06-24,965,0,17.0,38.56,41.6,1.953,94.19,7.972,1.001,101.33,3.362,61.14,54.91,0.05,0,0,,567,0,64,normal
2021-06-25,966,0,11.2,43.33,50.9,2.046,96.23,7.919,0.994,99.63,3.358,60.6,55.52,0.05,0,0,,566,0,65,normal
2021-06-26,967,0,17.3,42.33,44.3,2.079,95.32,8.003,1.002,97.47,3.373,61.66,54.36,0.05,0,0,,565,0,66,normal
2021-06-27,968,0,11.7,38.45,52.6,2.02,94.88,7.971,1.02,100.69,3.37,61.16,55.24,0.05,0,0,,564,0,67,normal
2021-06-28,969,1,94.5,42.78,58.3,2.064,99.36,7.979,0.991,97.88,3.357,62.61,54.79,0.087,0,0,,563,0,68,normal
2021-06-29,970,0,4.8,41.45,43.2,2.004,95.13,7.92,1.0,100.06,3.361,62.35,55.15,0.05,0,0,,562,0,69,normal
2021-06-30,971,0,1.2,36.65,43.2,1.952,91.31,7.982,0.978,101.63,3.38,61.35,55.61,0.05,0,0,,561,0,70,normal
2021-07-01,972,0,0.3,42.2,75.5,1.974,94.64,8.049,1.001,100.21,3.318,61.4,54.51,0.05,0,0,,560,0,71,normal
2021-07-02,973,0,18.0,39.29,74.4,2.036,93.98,8.018,1.005,101.09,3.299,61.92,54.8,0.05,0,0,,559,0,72,normal
2021-07-03,974,0,10.1,37.26,74.2,2.035,95.82,8.001,1.005,99.97,3.353,62.36,53.88,0.05,0,0,,558,0,73,normal
2021-07-04,975,0,5.8,43.24,62.3,1.892,97.05,8.079,1.004,99.49,3.348,61.57,54.29,0.05,0,0,,557,0,74,normal
2021-07-05,976,0,9.9,39.61,74.4,1.978,94.58,7.985,1.0,100.35,3.35,63.5,55.4,0.05,0,0,,556,0,75,normal
2021-07-06,977,0,5.3,38.03,71.7,2.084,92.81,8.01,1.004,101.74,3.349,61.93,54.09,0.05,0,0,,555,0,76,normal
2021-07-07,978,1,69.1,32.67,60.5,2.07,93.48,8.098,0.992,96.07,3.366,63.53,54.67,0.076,0,0,,554,0,77,normal
2021-07-08,979,0,16.6,34.91,67.2,1.928,92.5,8.026,1.004,101.8,3.334,61.05,54.49,0.05,0,0,,553,0,78,normal
2021-07-09,980,0,10.3,37.9,58.5,2.016,94.23,8.122,1.0,100.79,3.352,61.81,55.0,0.05,0,0,,552,0,79,normal
2021-07-10,981,0,15.8,39.78,57.0,1.954,96.2,8.01,1.007,99.8,3.376,64.14,54.32,0.05,0,0,,551,0,80,normal
