day_index,sand_storm_flag,ambient_temperature_c,humidity_percent,vibration_rms_mm_s,discharge_temperature_c,discharge_pressure_bar,suction_pressure_bar,flow_rate_m3_min,bearing_oil_pressure_bar,bearing_oil_temperature_c,casing_temperature_c,dp_filter_bar,high_dp_alarm,failure,TTF_days,maintenance_oil_change,days_since_oil_change,health_state
697,0,35.72,61.1,1.965,91.97,7.971,0.994,101.52,3.238,64.28,54.81,0.142,0,0,22.0,0,156,critical
698,0,33.68,63.8,2.053,90.91,7.965,0.982,100.62,3.149,64.95,55.43,0.137,0,0,21.0,0,157,critical
699,0,35.06,67.3,2.098,94.13,7.969,0.994,100.86,3.237,64.91,54.75,0.12,0,0,20.0,0,158,critical
700,0,35.0,65.5,1.993,91.68,8.062,0.99,100.45,3.221,64.78,54.49,0.167,1,0,19.0,0,159,critical
701,0,27.34,45.8,1.954,89.77,7.947,1.009,99.41,3.159,65.14,55.67,0.126,0,0,18.0,0,160,critical
702,0,30.57,51.4,2.045,91.04,7.899,0.989,101.8,3.2,65.03,54.85,0.109,0,0,17.0,0,161,critical
703,0,34.45,68.8,2.076,94.67,7.973,1.018,99.23,3.19,63.48,54.72,0.14,0,0,16.0,0,162,critical
704,0,34.17,64.5,1.966,92.22,8.105,0.977,99.42,3.161,64.96,54.95,0.122,0,0,15.0,0,163,critical
705,0,36.89,62.9,2.118,92.62,7.998,1.004,100.33,3.201,64.0,54.58,0.13,0,0,14.0,0,164,critical
706,0,30.64,66.2,2.026,89.24,7.98,1.002,100.42,3.159,64.98,54.8,0.104,0,0,13.0,0,165,critical
707,0,28.21,55.5,2.032,88.39,8.029,0.995,101.67,3.141,64.24,55.39,0.132,0,0,12.0,0,166,critical
708,0,30.31,54.6,2.01,90.78,8.007,1.01,98.2,3.131,65.2,54.77,0.108,0,0,11.0,0,167,critical
709,0,35.29,51.1,2.113,93.86,8.001,0.989,100.09,3.15,65.11,55.13,0.113,0,0,10.0,0,168,critical
710,0,37.72,64.7,2.05,94.51,7.974,1.009,101.39,3.137,64.72,55.67,0.169,1,0,9.0,0,169,critical
711,0,36.58,54.0,1.968,94.37,7.959,1.011,101.44,3.125,64.27,55.61,0.129,0,0,8.0,0,170,critical
712,0,36.96,59.2,1.984,93.98,8.003,1.021,100.95,3.189,65.26,55.16,0.149,0,0,7.0,0,171,critical
713,0,32.73,63.4,1.986,91.09,7.94,1.011,99.14,3.12,65.72,55.92,0.108,0,0,6.0,0,172,critical
714,0,33.15,57.6,2.0,91.42,8.027,1.013,99.44,3.137,64.78,55.66,0.149,0,0,5.0,0,173,critical
715,0,33.97,64.1,2.35093083270223,94.9087414555454,7.9042191954090715,1.003,95.70163653240316,3.005042709343785,65.29486706677977,58.38398892670931,0.17179995255888622,0,0,4.0,0,174,critical
716,0,31.32,51.7,2.4649543211316756,90.85775543458766,7.939128048512766,0.997,97.56473775094692,3.0180176922779904,66.24455657511572,56.08949720237057,0.20691809858830892,1,0,3.0,0,175,critical
717,0,28.98,56.4,2.385614043784466,90.45883161442703,7.798924660560658,0.987,98.65328996911634,3.1133183564539015,68.46763465455535,58.57736015424901,0.18758287971156867,1,0,2.0,0,176,critical
718,0,31.73,45.2,2.6415059705460027,91.36133382215448,7.816073879992025,0.989,98.83408920422406,3.0169542414546355,68.80039192123839,57.434931858055585,0.20027539529436442,1,0,1.0,0,177,critical
719,0,24.13,47.0,3.199,99.32,7.985,0.961,70.38,2.422,72.38,60.28,0.05,0,1,0.0,0,178,failure
726,0,29.84,48.9,1.994,88.66,7.978,1.011,99.05,3.474,59.81,55.05,0.119,0,0,83.0,0,5,early_warning
727,0,35.41,60.6,1.99,91.32,7.948,1.01,99.36,3.503,61.87,54.58,0.144,0,0,82.0,0,6,early_warning
728,0,30.77,59.5,2.018,89.93,8.06,1.008,99.28,3.518,59.22,54.61,0.124,0,0,81.0,0,7,early_warning
729,0,30.08,45.5,1.937,89.95,8.016,1.003,100.53,3.495,59.92,55.17,0.143,0,0,80.0,0,8,early_warning
730,0,21.19,63.5,2.08,86.69,7.954,1.01,97.16,3.498,61.28,55.23,0.152,1,0,79.0,0,9,early_warning
731,0,29.46,59.6,2.045,89.54,7.966,1.005,100.2,3.48,60.72,55.75,0.136,0,0,78.0,0,10,early_warning
732,0,22.72,45.9,1.981,85.07,7.967,1.017,97.07,3.45,60.81,55.29,0.151,1,0,77.0,0,11,early_warning
733,0,20.97,63.2,2.057,85.38,7.979,1.01,100.62,3.452,61.53,54.21,0.156,1,0,76.0,0,12,early_warning
734,0,29.22,45.7,2.029,89.57,8.037,1.014,99.29,3.456,59.97,54.27,0.117,0,0,75.0,0,13,early_warning
735,0,19.06,58.9,1.959,85.0,7.94,0.995,99.48,3.525,60.96,55.16,0.128,0,0,74.0,0,14,early_warning
736,0,24.73,44.1,2.1,86.36,7.961,1.002,99.17,3.467,60.56,54.41,0.105,0,0,73.0,0,15,early_warning
737,0,28.78,48.6,2.007,90.18,8.026,1.007,102.19,3.488,60.5,55.16,0.136,0,0,72.0,0,16,early_warning
738,0,17.73,50.7,1.987,84.06,8.015,0.997,100.4,3.472,60.85,54.5,0.114,0,0,71.0,0,17,early_warning
739,0,25.21,43.5,1.994,86.65,8.093,0.996,99.71,3.469,60.48,55.72,0.107,0,0,70.0,0,18,early_warning
740,0,28.95,57.9,1.993,89.84,8.014,1.007,100.1,3.502,60.38,54.75,0.127,0,0,69.0,0,19,early_warning
741,0,22.17,56.4,1.951,87.87,8.018,1.01,101.2,3.442,61.38,54.08,0.143,0,0,68.0,0,20,early_warning
742,0,29.25,46.6,1.977,90.14,8.001,0.993,100.61,3.439,60.68,55.75,0.162,1,0,67.0,0,21,early_warning
743,0,23.57,44.1,1.95,87.42,7.941,0.995,102.11,3.444,59.05,54.47,0.109,0,0,66.0,0,22,early_warning
744,0,24.76,59.6,1.912,87.35,8.058,0.993,100.2,3.452,60.82,56.15,0.141,0,0,65.0,0,23,early_warning
745,0,26.22,41.5,2.004,87.8,7.999,1.013,98.68,3.453,60.32,54.33,0.111,0,0,64.0,0,24,early_warning
746,0,26.11,55.5,2.018,89.1,7.968,1.014,102.37,3.416,60.83,53.95,0.1,0,0,63.0,0,25,early_warning
747,0,22.37,64.4,1.992,85.47,8.028,1.004,101.58,3.49,59.98,54.32,0.123,0,0,62.0,0,26,early_warning
748,0,26.78,60.9,2.013,87.7,8.018,0.987,101.52,3.465,59.71,55.34,0.114,0,0,61.0,0,27,early_warning
749,0,23.53,50.9,2.146,87.27,8.004,0.995,99.6,3.451,80.33,54.97,0.117,0,0,60.0,0,28,early_warning
750,0,25.26,48.8,1.971,87.26,8.037,1.012,101.23,3.485,59.61,55.01,0.158,1,0,59.0,0,29,early_warning
751,0,31.54,52.5,1.981,90.76,7.958,1.022,99.75,3.414,60.21,54.58,0.125,0,0,58.0,0,30,early_warning
752,0,24.33,43.0,2.034,87.01,7.939,1.011,100.21,3.403,61.6,54.64,0.126,0,0,57.0,0,31,early_warning
753,0,24.55,63.3,1.951,87.57,8.073,0.992,98.73,3.455,59.72,54.63,0.113,0,0,56.0,0,32,early_warning
754,0,23.48,44.3,2.013,87.3,7.996,0.985,98.37,3.449,62.05,55.63,0.144,0,0,55.0,0,33,early_warning
755,0,22.1,46.7,1.969,88.18,7.988,0.991,99.48,3.401,60.3,54.73,0.167,1,0,54.0,0,34,early_warning
756,0,27.31,43.4,1.992,88.98,7.956,0.993,99.39,3.406,61.79,54.81,0.139,0,0,53.0,0,35,early_warning
757,0,26.35,42.3,2.039,87.73,8.06,1.026,99.34,3.41,61.33,54.72,0.152,1,0,52.0,0,36,early_warning
758,0,21.07,42.4,1.959,86.8,7.938,0.996,97.63,3.443,61.56,55.0,0.146,0,0,51.0,0,37,early_warning
759,0,26.12,61.1,1.935,87.15,8.049,1.008,99.04,3.404,60.99,54.91,0.134,0,0,50.0,0,38,early_warning
760,0,16.35,51.0,1.917,84.73,7.954,0.974,99.11,3.412,61.46,55.4,0.121,0,0,49.0,0,39,early_warning
761,0,19.53,55.3,2.026,84.53,7.96,1.004,100.29,3.428,60.43,54.75,0.125,0,0,48.0,0,40,early_warning
762,0,25.27,63.7,2.076,85.88,7.948,0.983,101.23,3.438,61.87,56.15,0.135,0,0,47.0,0,41,early_warning
763,0,19.3,60.7,2.006,85.76,7.959,0.996,99.1,3.467,61.19,55.5,0.108,0,0,46.0,0,42,early_warning
764,0,17.64,48.5,1.946,85.05,8.035,0.994,100.54,3.391,61.49,54.45,0.141,0,0,45.0,0,43,early_warning
765,0,18.29,59.9,1.983,81.85,7.963,1.0,101.75,3.47,61.6,54.18,0.127,0,0,44.0,0,44,early_warning
766,0,20.61,61.1,2.019,85.67,7.9,1.004,99.27,3.412,61.79,53.95,0.16,1,0,43.0,0,45,early_warning
767,0,25.13,65.6,1.992,87.58,7.975,1.019,99.27,3.387,62.13,54.92,0.129,0,0,42.0,0,46,early_warning
768,0,18.36,61.1,1.958,85.2,8.011,0.997,99.35,3.404,62.44,55.03,0.109,0,0,41.0,0,47,early_warning
769,0,19.01,53.3,2.054,86.3,7.989,0.992,101.2,3.395,62.36,54.72,0.136,0,0,40.0,0,48,early_warning
770,0,22.47,59.6,2.013,86.14,7.952,0.986,101.7,3.375,62.02,54.59,0.11,0,0,39.0,0,49,early_warning
771,0,20.82,68.9,1.959,85.64,8.071,1.013,99.81,3.423,60.82,53.45,0.121,0,0,38.0,0,50,early_warning
772,0,19.3,60.5,1.942,87.17,8.1,0.991,97.85,3.408,60.51,56.02,0.149,0,0,37.0,0,51,early_warning
773,0,20.77,67.6,2.05,85.45,7.995,0.992,100.28,3.404,60.89,54.71,0.116,0,0,36.0,0,52,early_warning
774,0,20.37,68.3,2.03,85.52,7.997,1.011,99.51,3.471,61.3,55.22,0.112,0,0,35.0,0,53,early_warning
775,0,19.12,60.8,2.012,85.75,8.057,1.004,99.25,3.392,61.35,54.58,0.117,0,0,34.0,0,54,early_warning
776,0,20.23,62.7,2.114,85.54,7.896,0.999,98.93,3.394,61.07,54.79,0.14,0,0,33.0,0,55,early_warning
777,0,17.13,63.1,2.044,83.68,7.992,0.993,99.73,3.389,61.83,55.18,0.161,1,0,32.0,0,56,early_warning
778,0,22.37,66.9,1.984,85.87,7.999,0.983,99.82,3.403,62.0,55.49,0.167,1,0,31.0,0,57,early_warning
779,0,19.87,70.0,2.066,83.99,7.939,1.001,100.6,3.38,60.91,54.92,0.141,0,0,30.0,0,58,critical
780,0,17.71,56.8,2.021,83.67,7.987,1.003,99.59,3.369,61.98,54.36,0.124,0,0,29.0,0,59,critical
781,0,19.29,55.0,1.992,85.58,8.025,1.012,100.68,3.432,62.2,55.59,0.119,0,0,28.0,0,60,critical
782,0,21.86,55.1,2.036,86.27,8.059,1.0,101.52,3.385,62.2,54.88,0.107,0,0,27.0,0,61,critical
783,0,13.57,58.2,2.045,81.72,8.028,1.008,99.73,3.379,61.87,55.18,0.16,1,0,26.0,0,62,critical
784,0,14.4,67.9,2.022,82.05,7.947,1.009,101.83,3.373,61.11,54.91,0.147,0,0,25.0,0,63,critical
785,0,18.85,61.3,1.977,83.07,7.915,1.004,99.48,3.377,63.4,55.29,0.152,1,0,24.0,0,64,critical
786,0,14.57,50.5,2.064,80.75,8.069,1.003,100.9,3.417,60.6,54.89,0.157,1,0,23.0,0,65,critical
787,0,19.5,66.4,2.027,84.21,8.094,1.01,101.7,3.378,62.45,54.46,0.107,0,0,22.0,0,66,critical
788,0,11.73,64.5,1.976,81.54,8.005,0.994,99.74,3.368,61.34,54.15,0.137,0,0,21.0,0,67,critical
789,0,24.3,62.9,2.068,87.76,7.992,1.004,100.94,3.314,61.31,54.34,0.164,1,0,20.0,0,68,critical
790,0,10.97,52.8,1.944,80.06,8.058,0.995,100.03,3.349,62.05,55.1,0.154,1,0,19.0,0,69,critical
791,0,18.32,59.3,2.014,83.28,8.044,1.019,98.97,3.372,62.96,55.7,0.103,0,0,18.0,0,70,critical
792,0,14.86,51.1,1.952,81.81,7.992,1.011,100.81,3.322,63.13,55.14,0.109,0,0,17.0,0,71,critical
793,0,21.54,52.4,1.918,85.58,7.965,0.994,101.46,3.361,62.42,56.01,0.139,0,0,16.0,0,72,critical
794,0,17.01,54.9,1.979,83.13,7.945,0.997,100.63,3.329,62.21,54.86,0.119,0,0,15.0,0,73,critical
795,0,21.49,50.3,2.056,85.18,7.999,1.011,98.6,3.336,62.21,55.15,0.167,1,0,14.0,0,74,critical
796,0,20.53,63.2,2.014,86.16,8.021,0.993,99.39,3.326,61.26,55.59,0.156,1,0,13.0,0,75,critical
797,0,18.04,63.9,1.99,85.26,8.041,0.998,101.21,3.293,62.27,54.59,0.169,1,0,12.0,0,76,critical
798,0,15.65,51.1,2.032,82.86,8.004,0.994,101.0,3.374,61.67,56.0,0.114,0,0,11.0,0,77,critical
799,0,15.46,62.2,2.058,83.08,8.024,0.975,100.45,3.376,63.62,54.26,0.155,1,0,10.0,0,78,critical
800,0,20.83,63.8,1.961,86.58,8.063,1.007,102.22,3.342,62.14,54.4,0.11,0,0,9.0,0,79,critical
801,0,18.1,53.4,2.034,82.98,8.017,1.001,99.9,3.333,62.46,55.22,0.105,0,0,8.0,0,80,critical
802,0,17.8,59.6,2.006,83.73,8.126,1.003,98.73,3.348,62.41,54.37,0.133,0,0,7.0,0,81,critical
803,0,23.13,52.1,1.974,85.95,7.939,0.994,102.07,3.32,61.65,55.14,0.112,0,0,6.0,0,82,critical
804,0,19.04,52.7,2.032,84.41,7.981,0.988,99.35,3.304,61.76,54.88,0.101,0,0,5.0,0,83,critical
805,0,14.57,46.3,2.06,82.75,8.041,1.004,97.34,3.356,62.14,54.53,0.17,1,0,4.0,0,84,critical
806,0,22.14,64.0,2.661367716509547,89.30196047073522,7.949561037018701,1.001,97.74467968406972,3.2056697266316387,64.13650535445585,57.30572778767485,0.21559959807918083,1,0,3.0,0,85,critical
807,0,20.64,56.5,2.4432659392947955,87.22805252130497,7.937295609582541,0.979,99.03235960059416,3.24833846140765,65.07395789165056,58.35477489724285,0.19932261519457045,0,0,2.0,0,86,critical
808,0,21.08,51.0,2.448705506788548,87.79817896917739,8.019789656317652,1.012,99.2848704893091,3.210644170045447,65.10764328065238,57.621910522266624,0.1454019797211652,0,0,1.0,0,87,critical
809,0,16.24,58.2,3.155,94.49,7.975,0.937,71.55,2.588,68.25,60.52,0.05,0,1,0.0,0,88,failure
817,0,23.62,55.3,2.006,87.08,8.07,0.992,101.72,3.284,63.15,54.24,0.05,0,0,715.0,0,96,normal
818,0,21.58,63.1,1.963,85.74,7.94,0.998,99.47,3.285,63.99,55.36,0.05,0,0,714.0,0,97,normal
819,0,11.05,59.3,1.974,78.96,8.044,1.007,100.0,3.322,62.72,55.33,0.05,0,0,713.0,0,98,normal
820,0,20.28,62.0,2.011,84.26,8.009,1.006,101.21,3.316,62.32,54.83,0.05,0,0,712.0,0,99,normal
821,0,15.69,47.7,1.955,82.18,7.945,0.999,98.87,3.333,63.74,54.3,0.05,0,0,711.0,0,100,normal
822,0,20.03,43.8,2.06,83.03,8.008,0.989,100.97,3.306,62.65,55.34,0.05,0,0,710.0,0,101,normal
823,0,19.16,58.5,2.038,85.1,7.994,1.025,99.78,3.281,64.03,55.44,0.05,0,0,709.0,0,102,normal
824,0,15.0,44.2,1.988,84.8,8.05,1.004,98.2,3.32,63.46,54.8,0.05,0,0,708.0,0,103,normal
825,0,18.89,44.9,2.064,84.99,8.034,1.007,101.07,3.33,62.37,55.23,0.05,0,0,707.0,0,104,normal
826,0,23.3,50.8,2.058,85.84,7.925,1.01,100.63,3.291,63.05,55.33,0.05,0,0,706.0,0,105,normal
827,0,12.52,51.0,1.976,80.5,8.051,0.997,98.81,3.326,61.13,54.5,0.05,0,0,705.0,0,106,normal
828,0,22.95,56.3,2.027,86.33,7.979,0.997,100.03,3.292,63.83,55.15,0.05,0,0,704.0,0,107,normal
829,0,19.06,57.0,1.924,84.6,7.994,1.01,100.42,3.308,63.24,54.86,0.05,0,0,703.0,0,108,normal
830,0,11.67,47.3,2.004,79.93,7.98,0.993,100.68,3.26,62.83,54.56,0.05,0,0,702.0,0,109,normal
831,0,19.73,52.5,2.016,84.07,8.035,1.008,98.22,3.314,63.52,55.41,0.05,0,0,701.0,0,110,normal
832,0,20.99,54.9,1.998,85.83,8.024,1.002,99.04,3.32,63.49,55.4,0.05,0,0,700.0,0,111,normal
833,0,21.21,59.7,1.971,85.28,7.999,0.992,99.79,3.311,63.67,54.78,0.05,0,0,699.0,0,112,normal
834,0,17.69,52.4,2.016,83.94,8.049,1.006,99.64,3.277,64.0,55.54,0.05,0,0,698.0,0,113,normal
835,0,19.5,52.9,2.05,83.1,7.891,0.991,99.46,3.272,63.46,55.27,0.05,0,0,697.0,0,114,normal
836,0,17.44,55.9,1.973,84.51,7.988,0.985,101.13,3.255,63.64,55.31,0.05,0,0,696.0,0,115,normal
837,0,28.42,46.0,1.993,88.88,7.89,0.996,100.82,3.274,62.81,54.99,0.05,0,0,695.0,0,116,normal
838,0,18.96,51.3,1.996,84.41,7.974,1.002,100.0,3.299,64.87,54.55,0.05,0,0,694.0,0,117,normal
839,0,19.25,48.2,1.983,84.44,8.04,1.009,101.9,3.285,62.87,54.67,0.05,0,0,693.0,0,118,normal
840,0,16.46,50.0,2.016,82.9,7.987,1.013,99.71,3.275,64.02,55.63,0.05,0,0,692.0,0,119,normal
841,0,14.7,50.0,2.141,82.21,8.016,1.008,98.99,3.301,62.93,55.58,0.05,0,0,691.0,0,120,normal
842,0,19.35,41.9,2.003,84.19,7.958,1.012,99.54,3.236,64.29,54.24,0.05,0,0,690.0,0,121,normal
843,0,21.46,47.6,2.047,84.68,8.01,1.009,99.81,3.212,63.36,55.32,0.05,0,0,689.0,0,122,normal
844,0,20.88,46.7,2.028,85.46,8.061,1.0,98.66,3.224,64.91,54.32,0.05,0,0,688.0,0,123,normal
845,0,19.58,53.5,2.0,82.82,7.969,0.999,99.64,3.273,63.87,54.24,0.05,0,0,687.0,0,124,normal
846,0,16.99,57.1,2.028,83.02,8.033,1.007,100.77,3.256,63.41,54.78,0.05,0,0,686.0,0,125,normal
847,0,13.91,49.2,2.052,80.2,8.038,0.978,98.48,3.319,63.79,54.22,0.05,0,0,685.0,0,126,normal
848,0,18.15,59.6,1.995,82.56,7.936,1.015,98.58,3.267,64.34,55.55,0.05,0,0,684.0,0,127,normal
849,0,20.8,42.5,2.093,85.08,7.97,1.003,99.09,3.268,63.87,54.37,0.05,0,0,683.0,0,128,normal
850,0,22.21,50.7,2.023,86.14,7.922,0.995,98.85,3.234,64.06,54.6,0.05,0,0,682.0,0,129,normal
851,0,23.92,38.8,2.065,87.82,8.046,0.989,100.47,3.25,63.92,53.82,0.05,0,0,681.0,0,130,normal
852,0,21.85,54.0,1.936,86.31,8.001,0.997,100.89,3.205,64.44,54.37,0.05,0,0,680.0,0,131,normal
853,0,12.09,38.5,2.105,81.25,8.084,1.005,102.72,3.205,63.57,53.85,0.05,0,0,679.0,0,132,normal
854,0,24.46,36.3,1.98,86.97,7.902,0.996,99.03,3.222,64.9,54.83,0.05,0,0,678.0,0,133,normal
855,0,23.79,35.9,2.0,86.99,7.971,1.001,98.42,3.229,64.58,53.95,0.05,0,0,677.0,0,134,normal
856,0,24.3,49.6,2.025,88.09,7.996,1.009,99.53,3.311,64.37,55.47,0.05,0,0,676.0,0,135,normal
857,0,23.64,51.5,2.044,86.03,8.0,1.002,99.9,3.182,63.29,55.26,0.05,0,0,675.0,0,136,normal
858,0,23.26,54.4,1.972,85.53,8.05,1.006,100.62,3.238,65.98,55.32,0.05,0,0,674.0,0,137,normal
859,0,22.48,51.4,1.964,86.69,8.023,1.007,98.97,3.245,63.93,55.77,0.05,0,0,673.0,0,138,normal
860,0,22.65,49.4,2.021,87.24,7.954,0.998,100.03,3.252,65.17,55.06,0.05,0,0,672.0,0,139,normal
861,0,23.53,37.5,2.012,89.56,7.966,1.012,101.41,3.234,65.14,54.52,0.05,0,0,671.0,0,140,normal
862,0,23.0,41.8,1.885,85.52,8.054,1.005,99.72,3.145,64.35,55.34,0.05,0,0,670.0,0,141,normal
863,0,22.93,42.4,1.99,86.5,7.913,0.978,99.69,3.198,64.08,55.89,0.05,0,0,669.0,0,142,normal
864,0,26.06,45.4,2.076,87.81,7.942,0.985,100.39,3.152,63.29,54.78,0.05,0,0,668.0,0,143,normal
865,0,22.27,43.0,2.046,86.18,7.981,1.009,100.33,3.178,63.42,54.48,0.05,0,0,667.0,0,144,normal
866,0,19.01,39.8,2.091,84.64,7.939,0.987,101.55,3.203,63.69,55.1,0.05,0,0,666.0,0,145,normal
867,0,26.47,51.9,2.057,88.88,7.96,1.017,101.34,3.217,64.89,54.53,0.05,0,0,665.0,0,146,normal
868,0,27.38,52.5,2.083,90.54,7.964,1.001,100.75,3.178,64.33,54.2,0.05,0,0,664.0,0,147,normal
869,0,22.98,48.9,2.038,86.08,7.972,0.99,99.72,3.164,63.58,55.5,0.05,0,0,663.0,0,148,normal
870,0,23.66,38.9,1.94,86.44,8.091,1.001,101.65,3.2,64.01,55.13,0.05,0,0,662.0,0,149,normal
871,0,22.12,55.0,1.901,87.59,8.004,0.993,100.78,3.219,63.81,54.83,0.05,0,0,661.0,0,150,normal
872,0,20.15,38.5,2.029,84.2,8.077,1.009,99.39,3.202,64.94,54.65,0.05,0,0,660.0,0,151,normal
873,0,23.05,43.1,2.044,88.48,7.963,0.992,100.08,3.165,64.38,55.58,0.05,0,0,659.0,0,152,normal
874,0,22.49,44.6,2.097,87.54,7.992,0.999,101.09,3.227,64.85,56.0,0.05,0,0,658.0,0,153,normal
875,0,26.01,39.1,2.084,89.17,8.035,0.986,96.89,3.193,64.36,55.13,0.05,0,0,657.0,0,154,normal
876,0,22.06,39.1,2.03,86.4,8.097,1.011,98.46,3.179,63.62,54.97,0.05,0,0,656.0,0,155,normal
877,0,22.6,43.0,2.0,85.58,7.997,0.982,98.35,3.145,64.82,54.73,0.05,0,0,655.0,0,156,normal
878,0,24.15,43.7,2.096,88.88,8.073,0.982,98.77,3.161,64.91,53.62,0.05,0,0,654.0,0,157,normal
879,0,23.32,54.7,1.97,85.33,8.057,0.99,99.0,3.193,66.26,54.28,0.05,0,0,653.0,0,158,normal
880,0,18.13,54.8,2.02,85.51,7.925,1.002,99.23,3.214,63.08,56.29,0.05,0,0,652.0,0,159,normal
881,0,25.85,42.1,2.0,86.46,8.022,0.998,99.97,3.17,65.08,54.53,0.05,0,0,651.0,0,160,normal
882,0,29.69,49.9,1.903,90.57,7.974,0.975,99.96,3.212,65.13,55.01,0.05,0,0,650.0,0,161,normal
883,0,26.36,40.9,2.039,88.61,7.945,0.996,101.46,3.139,64.89,55.22,0.05,0,0,649.0,0,162,normal
884,0,30.31,34.8,2.043,88.05,8.006,1.007,100.9,3.18,64.43,55.42,0.05,0,0,648.0,0,163,normal
885,0,25.78,32.8,1.973,88.37,8.019,0.988,100.37,3.199,65.47,55.01,0.05,0,0,647.0,0,164,normal
886,0,32.65,44.9,1.988,90.31,7.99,0.999,99.16,3.161,65.34,55.7,0.05,0,0,646.0,0,165,normal
887,0,24.58,47.4,1.967,87.7,7.991,1.001,100.55,3.113,65.69,55.07,0.05,0,0,645.0,0,166,normal
888,0,27.29,34.9,1.948,88.13,7.958,1.014,97.6,3.171,64.7,54.53,0.05,0,0,644.0,0,167,normal
889,0,29.3,38.3,2.016,88.58,8.011,0.996,100.78,3.135,65.46,54.14,0.05,0,0,643.0,0,168,normal
890,0,31.54,34.9,1.996,90.41,8.045,1.007,99.7,3.149,65.76,55.83,0.05,0,0,642.0,0,169,normal
891,0,27.74,38.9,1.99,88.41,7.988,1.021,100.35,3.128,64.74,54.61,0.05,0,0,641.0,0,170,normal
892,0,23.68,49.4,1.94,86.62,7.94,0.977,100.62,3.194,64.32,54.82,0.05,0,0,640.0,0,171,normal
893,0,23.57,47.9,2.022,86.86,7.985,0.999,99.57,3.186,65.74,55.49,0.05,0,0,639.0,0,172,normal
894,0,23.78,49.3,2.013,87.68,7.917,1.008,100.74,3.213,65.63,54.92,0.05,0,0,638.0,0,173,normal
895,0,33.77,46.0,1.985,90.43,8.084,0.993,98.38,3.14,66.18,55.03,0.05,0,0,637.0,0,174,normal
896,0,28.37,38.2,2.092,91.26,7.95,0.991,100.32,3.117,64.21,54.66,0.05,0,0,636.0,0,175,normal
897,0,26.65,31.6,1.9,87.09,8.029,0.991,99.82,3.181,66.76,54.78,0.05,0,0,635.0,0,176,normal
898,0,31.28,33.6,1.975,90.62,7.996,1.011,101.67,3.205,65.63,55.62,0.05,0,0,634.0,0,177,normal
899,0,34.72,35.0,1.959,92.17,7.971,1.012,99.66,3.156,65.45,53.97,0.05,0,0,633.0,0,178,normal
900,0,32.1,32.6,1.952,90.4,8.026,0.984,99.98,3.148,64.97,54.65,0.05,0,0,632.0,0,179,normal
901,0,31.55,40.7,1.975,90.2,8.046,0.993,100.96,3.427,59.8,56.0,0.05,0,0,631.0,1,0,normal
902,0,26.09,38.8,2.027,88.06,8.022,0.991,101.86,3.533,59.75,55.16,0.05,0,0,630.0,0,1,normal
903,0,26.48,35.7,2.042,89.36,8.008,0.984,100.68,3.536,60.42,54.64,0.05,0,0,629.0,0,2,normal
904,0,26.86,49.0,2.003,88.01,8.002,0.983,101.13,3.518,60.13,53.8,0.05,0,0,628.0,0,3,normal
905,0,25.45,46.9,1.939,88.21,7.965,0.993,99.49,3.514,60.3,54.07,0.05,0,0,627.0,0,4,normal
906,0,29.8,40.8,1.976,89.33,8.006,1.015,100.76,3.48,60.71,54.26,0.05,0,0,626.0,0,5,normal
907,0,30.11,32.6,2.05,90.59,7.987,1.004,99.35,3.488,58.5,54.78,0.05,0,0,625.0,0,6,normal
908,0,32.34,37.0,2.024,90.91,7.995,1.002,101.03,3.465,60.25,54.47,0.05,0,0,624.0,0,7,normal
909,0,31.85,38.5,1.992,92.29,7.993,1.0,99.14,3.448,59.49,54.83,0.05,0,0,623.0,0,8,normal
910,0,26.82,46.4,1.953,87.99,8.03,1.001,100.78,3.442,59.3,55.4,0.05,0,0,622.0,0,9,normal
911,0,31.55,53.9,2.064,91.5,8.085,1.006,98.58,3.476,60.86,54.74,0.05,0,0,621.0,0,10,normal
912,0,38.52,41.4,2.056,95.06,8.039,0.994,100.02,3.48,61.88,54.89,0.05,0,0,620.0,0,11,normal
913,0,32.16,40.6,1.959,92.14,8.001,0.988,100.08,3.484,59.92,55.14,0.05,0,0,619.0,0,12,normal
914,0,38.48,37.6,2.025,93.97,7.997,0.991,99.73,3.44,60.18,55.81,0.05,0,0,618.0,0,13,normal
915,0,33.84,51.7,2.058,91.99,8.078,1.007,99.9,3.493,60.97,55.29,0.05,0,0,617.0,0,14,normal
916,0,33.0,49.3,1.967,91.24,7.948,0.985,101.73,3.485,59.9,55.35,0.05,0,0,616.0,0,15,normal
917,0,33.43,54.5,2.008,91.17,7.915,1.017,99.65,3.467,59.33,54.18,0.05,0,0,615.0,0,16,normal
918,0,34.62,35.5,1.96,91.44,7.971,1.014,99.53,3.468,62.44,56.0,0.05,0,0,614.0,0,17,normal
919,0,37.87,48.6,2.095,93.91,8.031,1.001,101.32,3.434,61.34,55.31,0.05,0,0,613.0,0,18,normal
920,0,40.18,52.7,2.002,92.52,8.006,1.02,99.9,3.496,61.37,54.92,0.05,0,0,612.0,0,19,normal
921,0,38.69,35.3,1.958,93.98,8.046,1.0,98.72,3.502,59.68,56.0,0.05,0,0,611.0,0,20,normal
922,0,31.99,48.9,2.028,91.2,8.055,0.997,99.0,3.468,61.31,54.96,0.05,0,0,610.0,0,21,normal
923,0,35.34,36.3,1.98,92.34,7.936,1.015,100.67,3.501,61.31,54.46,0.05,0,0,609.0,0,22,normal
